time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,activity
99000,26.00,0.71,22.50,3.35,16.75,2.95,b2
99250,24.50,0.50,19.50,1.66,18.00,0.00,b2
99500,24.25,0.43,15.75,1.79,18.50,1.12,b2
99750,22.00,1.41,21.75,2.86,17.75,1.79,b2
100000,20.75,0.43,26.50,0.87,12.75,1.30,b2
100250,23.33,0.94,25.25,1.30,14.33,3.86,b2
100500,23.33,0.94,22.50,3.35,15.67,2.05,b2
100750,23.67,0.47,21.00,3.27,16.00,4.00,b2
101000,24.50,0.50,27.25,3.27,11.50,1.12,b2
101250,24.00,0.00,24.50,2.87,13.75,2.38,b2
101500,24.50,0.50,28.75,0.43,11.00,2.92,b2
101750,24.33,0.47,23.75,0.43,17.33,0.94,b2
102000,24.33,0.47,24.33,0.47,15.00,1.58,b2
102250,24.00,0.00,24.00,0.00,14.50,2.60,b2
102500,24.25,0.43,23.75,0.43,17.25,1.30,b2
102750,26.50,0.50,22.75,1.64,16.50,1.50,b2
103000,26.00,0.00,21.75,3.34,16.25,1.79,b2
103250,26.00,0.71,23.00,2.35,16.25,3.03,b2
103500,27.00,0.00,25.25,2.86,14.67,4.03,b2
103750,26.50,0.87,23.00,1.22,13.00,1.22,b2
104000,27.00,0.00,17.50,3.35,13.00,1.41,b2
104250,28.25,0.83,19.00,1.58,13.75,1.30,b2
104500,29.25,0.43,22.50,1.50,14.75,1.09,b2
104750,27.50,0.87,23.00,0.82,15.33,0.47,b2
105000,27.25,0.43,25.50,1.12,16.00,1.00,b2
105250,25.25,1.92,25.50,1.50,15.00,0.00,b2
105500,22.75,2.17,24.75,1.30,15.00,0.00,b2
105750,20.33,0.94,27.00,0.00,12.50,0.50,b2
106000,22.67,1.25,27.33,0.47,12.33,0.47,b2
106250,25.50,0.50,26.75,0.43,12.00,0.00,b2
106500,25.50,1.50,26.25,0.43,13.75,1.30,b2
106750,25.50,1.50,27.75,1.30,12.50,0.50,b2
107000,31.00,3.00,26.25,2.49,17.25,4.92,b2
107250,26.00,2.83,27.00,2.45,20.75,2.05,b2
107500,34.50,2.60,32.75,0.43,22.00,2.12,b2
107750,36.50,7.76,31.67,3.09,24.50,2.87,b2
108000,42.75,6.53,27.00,4.64,23.25,3.34,b2
108250,38.25,1.92,22.33,1.25,16.33,1.25,b2
108500,34.25,1.30,24.00,0.00,13.40,3.93,b2
108750,33.00,3.67,14.75,4.26,20.50,5.32,b2
109000,31.00,1.22,22.50,3.84,14.00,6.68,b2
109250,29.75,0.43,24.75,1.30,23.00,3.39,b2
109500,24.25,2.95,22.25,1.30,29.00,1.73,b2
109750,22.75,0.83,20.75,0.43,30.00,0.00,b2
110000,28.00,2.35,21.00,0.00,31.33,0.94,b2
110250,25.50,4.03,21.00,0.00,30.25,0.43,b2
110500,17.33,0.47,20.00,0.71,28.67,0.47,b2
110750,15.25,0.43,19.75,0.43,29.75,0.43,b2
111000,17.67,0.47,18.33,0.47,30.00,0.00,b2
111250,18.25,0.43,18.75,0.83,31.25,1.30,b2
111500,19.00,0.71,17.25,0.83,27.75,1.30,b2
111750,18.75,0.83,15.50,0.50,30.25,0.43,b2
112000,20.75,0.43,16.75,0.83,31.75,0.83,b2
112250,20.75,0.43,17.75,0.43,33.00,0.00,b2
112500,22.00,1.22,18.75,1.79,22.00,4.74,b2
112750,22.75,0.83,20.00,0.71,15.00,3.67,b2
113000,23.50,0.50,19.75,0.83,17.25,3.27,b2
113250,24.00,0.00,21.00,0.00,20.50,0.50,b2
113500,23.60,0.49,21.00,0.00,20.75,0.83,b2
113750,22.75,0.43,21.00,0.00,18.50,1.50,b2
114000,21.33,0.47,21.00,0.00,22.25,1.30,b2
114250,21.00,0.00,21.00,0.00,26.00,1.22,b2
114500,21.00,0.00,21.00,0.00,25.50,1.12,b2
114750,21.00,0.00,18.75,0.83,17.25,3.96,b2
115000,21.00,0.00,19.00,0.71,22.00,4.06,b2
115250,21.00,0.00,19.67,0.47,25.00,1.41,b2
115500,21.00,0.00,19.50,1.12,26.00,1.41,b2
115750,21.00,0.00,17.50,0.50,23.75,3.27,b2
116000,21.00,0.00,18.67,0.47,25.75,4.02,b2
116250,21.00,0.00,18.00,0.00,28.50,0.50,b2
116500,21.75,0.83,18.00,0.00,28.00,0.71,b2
116750,22.75,0.43,16.50,1.12,26.25,1.30,b2
117000,22.25,1.09,17.33,0.94,29.00,1.41,b2
117250,22.00,0.71,17.25,0.83,22.00,3.61,b2
117500,21.50,0.50,15.50,0.87,21.75,2.59,b2
117750,22.67,0.47,18.00,0.00,25.67,1.25,b2
118000,22.50,0.50,13.50,2.06,25.75,3.27,b2
118250,23.67,0.47,17.67,0.47,26.25,2.86,b2
118500,23.50,0.50,15.75,1.30,28.50,1.50,b2
118750,23.00,0.71,11.25,2.49,26.75,1.92,b2
119000,22.25,0.43,15.50,0.87,29.50,1.50,b2
119250,23.75,0.43,17.67,0.47,25.67,3.09,b2
119500,24.25,0.43,13.33,1.25,30.00,2.45,b2
119750,25.33,0.47,14.75,1.09,25.33,3.68,b2
0,24.50,0.50,15.50,0.87,26.00,2.74,b2
250,25.00,0.00,13.50,3.64,33.50,2.60,b2
500,26.00,0.71,14.25,3.90,18.50,13.61,b2
750,24.33,0.47,15.67,2.62,25.50,3.64,b2
1000,23.50,0.87,16.25,1.30,23.00,1.22,b2
1250,23.50,0.50,17.75,0.43,22.50,1.50,b2
1500,21.75,0.83,16.75,0.43,21.75,6.65,b2
1750,21.75,0.43,14.00,2.55,24.25,5.76,b2
2000,21.25,0.43,17.50,1.50,18.25,2.17,b2
2250,21.25,0.43,19.50,2.06,21.50,2.06,b2
2500,21.00,0.00,19.75,0.43,18.25,0.83,b2
2750,21.25,0.43,17.50,1.80,20.75,4.44,b2
3000,23.00,0.71,16.25,1.79,23.25,2.49,b2
3250,23.25,0.43,18.00,0.00,22.00,0.71,b2
3500,23.75,0.43,18.00,0.00,21.00,0.00,b2
3750,24.00,0.00,18.00,0.00,20.75,0.43,b2
4000,24.00,0.00,18.00,0.00,21.40,0.49,b2
4250,24.00,0.00,18.00,0.00,21.00,0.82,b2
4500,24.00,0.00,14.25,1.92,24.67,1.70,b2
4750,23.60,0.49,16.25,2.49,30.20,0.40,b2
5000,23.67,0.47,12.00,0.71,28.00,1.41,b2
5250,23.33,0.47,12.33,0.47,29.75,0.43,b2
5500,24.00,0.00,13.00,0.71,29.75,0.43,b2
5750,24.00,0.00,14.75,0.43,29.00,0.71,b2
6000,24.00,0.00,13.75,0.83,30.00,0.00,b2
6250,24.00,0.00,12.25,0.43,29.50,0.50,b2
6500,24.00,0.00,11.25,0.43,28.00,0.71,b2
6750,24.25,0.43,11.75,0.43,26.25,3.03,b2
7000,24.25,0.43,16.33,0.47,21.33,0.47,b2
7250,24.25,0.43,12.25,0.43,28.00,2.74,b2
7500,24.33,0.47,12.75,1.09,23.00,1.41,b2
7750,24.00,0.00,14.33,0.47,27.00,0.00,b2
8000,24.75,0.83,14.50,1.50,27.25,1.09,b2
8250,25.50,0.50,11.75,1.09,27.75,1.92,b2
8500,25.75,0.43,14.75,0.43,18.00,3.74,b2
8750,25.50,0.50,15.00,1.41,19.50,2.69,b2
9000,25.25,0.83,18.00,0.00,22.50,1.12,b2
9250,25.50,0.50,16.75,1.30,18.00,2.12,b2
9500,25.75,0.43,17.33,0.94,19.67,2.36,b2
9750,24.75,0.43,13.75,1.30,26.00,1.58,b2
10000,25.00,0.82,13.50,1.50,29.67,0.47,b2
10250,26.00,1.00,13.00,1.00,29.33,1.70,b2
10500,25.80,0.40,6.40,3.83,32.50,2.06,b2
10750,25.50,0.50,13.00,1.22,31.00,3.67,b2
11000,26.00,0.82,13.00,0.82,29.25,3.34,b2
11250,25.50,1.12,8.75,3.34,25.50,1.50,b2
11500,25.75,0.43,7.25,0.83,20.75,6.02,b2
11750,25.00,0.00,7.33,3.40,18.50,4.15,b2
12000,24.50,0.50,12.25,0.43,27.00,1.22,b2
12250,24.50,0.50,12.00,0.00,30.00,0.00,b2
12500,24.25,0.43,12.75,0.43,30.25,0.43,b2
12750,24.25,0.43,13.75,0.43,30.75,0.43,b2
13000,24.00,0.00,13.75,0.43,31.75,0.43,b2
13250,24.00,0.00,14.00,0.00,32.00,0.00,b2
13500,24.00,0.00,14.50,0.50,31.33,0.94,b2
13750,24.00,0.00,13.67,0.47,27.00,2.12,b2
14000,24.00,0.00,14.25,0.43,25.50,1.50,b2
14250,24.75,0.83,15.75,0.43,17.75,2.05,b2
14500,24.50,0.50,16.00,0.71,24.00,4.24,b2
14750,24.25,0.43,7.75,5.89,25.50,3.64,b2
15000,24.25,0.43,13.00,1.22,26.50,0.50,b2
15250,25.25,0.83,11.75,0.83,30.50,1.12,b2
15500,26.00,0.71,9.25,1.64,29.25,0.83,b2
15750,25.25,0.83,12.33,2.62,27.33,2.05,b2
16000,24.00,0.00,15.25,0.43,29.00,0.82,b2
16250,24.75,0.43,13.00,0.71,28.75,2.05,b2
16500,25.25,0.43,14.25,1.30,29.75,1.48,b2
16750,24.50,0.50,14.00,0.71,31.25,1.09,b2
17000,24.50,0.50,12.75,0.83,28.75,5.07,b2
17250,24.50,0.50,14.25,0.83,17.75,1.92,b2
17500,24.67,0.47,14.67,0.47,21.50,1.12,b2
17750,24.75,0.43,13.00,0.00,22.00,1.00,b2
18000,24.50,0.50,12.50,0.50,21.25,0.43,b2
18250,24.50,0.50,12.00,0.00,20.25,0.83,b2
18500,24.00,0.71,13.00,1.22,27.00,7.04,b2
18750,24.00,0.00,14.75,1.09,32.50,2.87,b2
19000,23.75,0.43,13.00,0.00,30.75,0.43,b2
19250,24.25,0.43,13.25,0.83,25.75,8.55,b2
19500,24.25,0.43,11.75,0.43,19.75,3.34,b2
19750,24.25,0.43,12.00,0.00,14.50,2.29,b2
20000,24.75,0.83,12.00,0.00,12.67,0.47,b2
20250,25.33,0.47,12.00,0.00,14.33,2.62,b2
20500,25.50,0.50,11.50,0.50,12.50,1.50,b2
20750,25.33,0.47,11.25,0.43,11.00,0.82,b2
21000,25.67,0.47,10.33,0.47,9.00,1.00,b2
21250,25.75,0.43,10.00,0.00,9.00,0.71,b2
21500,25.50,0.50,10.00,0.00,9.75,1.30,b2
21750,25.25,0.83,10.00,0.00,12.25,0.83,b2
22000,25.50,0.50,10.00,0.00,11.75,1.09,b2
22250,25.50,0.50,10.00,0.00,15.00,1.41,b2
22500,25.25,0.43,10.00,0.00,18.00,1.00,b2
22750,25.50,0.50,9.75,0.43,20.50,0.50,b2
23000,25.50,0.50,9.50,0.50,20.67,0.47,b2
23250,25.40,0.49,10.00,0.00,17.50,1.12,b2
23500,25.67,0.47,9.33,0.47,14.50,1.12,b2
23750,25.50,0.50,9.67,0.47,14.75,0.83,b2
24000,25.75,0.43,9.00,0.71,13.25,0.43,b2
24250,26.00,0.00,8.25,0.43,14.00,1.00,b2
24500,26.25,0.43,8.00,0.00,14.00,1.00,b2
24750,26.25,0.43,7.75,0.43,13.75,0.83,b2
25000,26.25,0.43,8.00,0.71,14.00,0.71,b2
25250,25.75,0.43,8.00,0.00,15.00,0.71,b2
25500,25.50,0.50,7.00,0.00,14.67,0.94,b2
25750,26.00,0.00,7.25,0.43,16.75,0.43,b2
26000,25.67,0.47,8.00,0.00,19.00,0.82,b2
26250,25.50,0.50,8.00,0.00,18.50,0.50,b2
26500,25.50,0.50,8.25,0.43,18.50,0.50,b2
26750,24.50,0.50,8.00,0.00,18.75,1.09,b2
27000,24.75,0.43,7.75,0.43,17.50,1.12,b2
27250,25.67,0.47,7.33,0.47,12.75,0.83,b2
27500,24.75,0.43,8.00,0.00,13.75,1.30,b2
27750,24.75,0.43,8.25,0.43,11.50,1.50,b2
28000,25.50,0.50,7.50,0.50,14.50,2.60,b2
28250,25.50,0.50,8.75,1.09,21.75,1.48,b2
28500,25.75,0.83,9.00,0.00,21.75,0.83,b2
28750,26.25,0.43,7.33,0.47,19.50,0.50,b2
29000,26.00,0.00,7.00,0.00,18.00,0.71,b2
29250,26.25,0.43,7.50,0.50,17.00,1.87,b2
29500,26.50,0.50,2.75,1.92,21.25,1.09,b2
29750,26.50,0.50,3.00,0.00,21.33,0.47,b2
30000,27.00,0.00,5.50,0.50,22.67,0.47,b2
30250,27.00,0.00,6.00,0.00,21.25,0.43,b2
30500,27.00,0.00,6.25,0.43,21.25,0.43,b2
30750,27.00,0.00,6.67,0.47,21.75,0.83,b2
31000,27.00,0.00,7.25,0.43,21.50,0.50,b2
31250,27.00,0.00,6.50,0.50,20.75,0.43,b2
31500,26.50,0.50,4.50,0.50,25.25,3.03,b2
31750,25.50,0.50,6.00,2.12,28.50,2.60,b2
32000,24.50,0.50,12.75,1.92,28.50,2.60,b2
32250,23.75,0.43,16.50,0.50,30.00,0.00,b2
32500,23.50,0.50,17.50,0.50,29.75,0.43,b2
32750,24.75,0.83,19.75,1.09,29.75,0.43,b2
33000,26.50,0.50,20.50,0.50,28.00,1.00,b2
33250,27.25,0.43,21.20,0.40,24.60,0.80,b2
33500,22.75,1.92,21.00,0.00,29.75,2.17,b2
33750,24.75,6.50,17.00,3.74,31.00,1.41,b2
34000,39.33,0.47,15.50,6.10,27.33,2.05,b2
34250,41.75,3.83,25.75,2.28,27.00,1.41,b2
34500,39.00,0.00,26.75,2.38,33.75,3.27,b2
34750,44.00,1.41,18.67,2.87,25.25,7.63,b2
35000,45.00,0.00,16.50,2.96,22.50,2.60,b2
35250,44.75,0.43,20.67,1.70,28.33,0.94,b2
35500,46.50,1.50,24.50,0.50,27.25,2.05,b2
35750,46.25,1.64,22.00,6.44,24.75,3.11,b2
36000,50.00,0.71,19.75,1.30,32.25,1.30,b2
36250,48.50,0.50,17.67,2.87,32.00,0.82,b2
36500,48.00,0.00,13.25,1.79,28.00,1.00,b2
36750,47.50,0.50,18.75,1.30,27.00,0.00,b2
37000,47.67,0.47,21.75,0.43,27.33,0.47,b2
37250,47.33,0.47,23.00,0.82,29.75,0.43,b2
37500,46.75,0.83,22.75,1.09,30.00,0.00,b2
37750,46.75,0.43,23.25,0.83,30.75,0.43,b2
38000,45.75,0.83,23.25,0.43,30.00,0.71,b2
38250,45.25,0.43,20.00,1.22,27.00,1.41,b2
38500,44.25,1.30,10.00,4.06,23.50,1.66,b2
38750,43.25,0.43,7.33,1.25,21.67,0.94,b2
39000,42.33,0.47,9.33,2.49,21.50,0.50,b2
39250,42.50,0.50,15.00,0.00,19.50,1.12,b2
39500,42.00,0.00,17.75,0.43,18.33,0.47,b2
39750,42.00,0.00,18.00,0.00,18.75,0.83,b2
40000,42.00,0.00,16.25,1.30,15.50,1.66,b2
40250,42.25,0.43,15.00,0.00,7.75,2.86,b2
40500,42.00,0.00,13.75,1.09,8.50,3.35,b2
40750,42.00,0.00,12.00,0.00,14.50,1.50,b2
41000,42.33,0.47,12.00,0.00,16.75,1.09,b2
41250,42.50,0.50,12.00,0.00,16.50,2.60,b2
41500,42.00,0.00,15.00,0.00,14.25,1.30,b2
41750,42.00,0.00,17.33,0.47,17.50,1.50,b2
42000,42.00,0.00,16.67,0.47,18.75,1.30,b2
42250,42.25,0.43,18.00,0.00,21.00,0.00,b2
42500,42.00,0.00,18.00,0.00,19.75,0.43,b2
42750,42.00,0.00,18.00,0.00,20.50,1.50,b2
43000,42.25,0.43,17.50,0.50,22.00,1.00,b2
43250,43.50,0.50,15.50,0.50,23.75,0.43,b2
43500,44.25,0.43,15.25,0.43,24.00,0.00,b2
43750,44.50,0.50,15.00,0.00,24.00,0.00,b2
44000,44.33,0.47,15.00,0.00,24.25,0.43,b2
44250,44.33,0.47,15.67,0.47,24.50,0.87,b2
44500,44.50,0.50,13.50,0.87,24.50,0.87,b2
44750,44.33,0.47,14.67,0.47,24.00,0.00,b2
45000,44.00,0.82,15.00,0.00,23.25,1.30,b2
45250,43.25,0.83,15.50,0.87,21.75,1.30,b2
45500,43.67,0.47,18.00,0.00,23.75,0.43,b2
45750,45.00,0.00,18.00,0.00,24.50,0.87,b2
46000,45.00,0.00,18.00,0.00,24.50,0.50,b2
46250,45.00,0.00,18.00,0.00,24.50,0.50,b2
46500,45.00,0.00,17.75,0.43,24.50,0.50,b2
46750,45.00,0.00,16.00,0.00,25.00,0.82,b2
47000,45.00,0.00,13.75,0.83,24.67,0.94,b2
47250,44.50,0.50,15.50,0.50,25.75,1.30,b2
47500,44.67,0.47,16.67,0.47,25.25,0.83,b2
47750,45.00,0.00,15.67,0.47,25.33,0.47,b2
48000,45.00,0.00,15.00,0.00,26.25,0.83,b2
48250,45.00,0.00,13.00,0.71,25.50,1.12,b2
48500,45.00,0.71,15.25,1.79,22.00,1.22,b2
48750,45.50,1.12,17.33,1.70,11.33,7.13,b2
49000,43.00,0.71,13.00,1.41,14.67,0.47,b2
49250,43.50,0.50,13.25,0.83,12.50,1.50,b2
49500,43.33,0.47,14.75,1.09,16.67,3.09,b2
49750,43.67,4.99,25.75,4.44,27.33,2.05,b2
50000,45.50,2.29,28.25,2.86,28.50,2.60,b2
50250,44.50,0.50,22.25,2.49,20.50,7.02,b2
50500,45.33,3.40,28.00,1.22,27.50,1.50,b2
50750,40.00,9.90,26.67,1.70,25.25,4.44,b2
51000,48.00,3.74,18.50,7.40,22.50,2.60,b2
51250,40.50,1.12,23.75,0.43,20.25,1.30,b2
51500,38.50,0.87,21.25,0.43,13.75,3.49,b2
51750,37.00,1.22,21.25,0.43,13.75,2.17,b2
52000,37.00,1.00,23.50,0.87,19.50,1.66,b2
52250,36.75,0.83,22.75,1.79,16.75,4.92,b2
52500,37.00,1.00,24.00,0.00,22.75,1.09,b2
52750,37.00,1.00,24.67,0.47,20.00,1.63,b2
53000,36.67,0.47,24.00,0.00,16.67,2.36,b2
53250,36.33,0.47,25.00,0.82,19.75,0.83,b2
53500,37.00,0.82,26.25,0.83,16.50,1.50,b2
53750,36.00,0.00,25.75,0.43,9.50,0.50,b2
54000,36.00,0.00,26.50,0.50,5.00,2.94,b2
54250,36.25,0.43,26.50,0.50,9.50,1.12,b2
54500,36.00,0.00,26.25,0.83,12.50,1.80,b2
54750,36.00,0.00,25.75,0.43,15.00,0.71,b2
55000,36.00,0.00,25.00,0.71,17.67,2.49,b2
55250,36.00,0.00,23.33,0.47,21.33,0.47,b2
55500,36.00,0.00,23.75,0.43,20.00,0.71,b2
55750,36.00,0.00,23.75,0.43,20.33,0.94,b2
56000,36.00,0.00,23.25,0.43,20.67,0.47,b2
56250,36.00,0.00,21.25,0.43,21.00,0.71,b2
56500,36.00,0.00,21.00,0.00,21.75,0.83,b2
56750,35.33,0.94,19.33,0.47,22.75,0.83,b2
57000,35.00,1.22,18.25,0.43,23.50,0.50,b2
57250,36.00,0.00,17.75,0.43,23.67,0.47,b2
57500,35.25,1.30,15.75,0.83,23.50,0.50,b2
57750,35.50,0.87,14.50,0.50,23.75,0.43,b2
58000,35.00,1.22,18.25,1.30,23.25,0.43,b2
58250,35.00,1.41,19.00,0.71,21.67,0.94,b2
58500,35.00,1.22,19.00,0.71,21.25,0.43,b2
58750,35.00,1.22,11.33,6.18,22.33,1.25,b2
59000,35.00,1.41,14.25,1.48,23.67,0.47,b2
59250,33.00,0.00,12.33,0.47,24.00,0.00,b2
59500,33.75,1.30,13.50,0.50,24.00,0.00,b2
59750,34.50,1.50,13.75,0.43,24.00,0.00,b2
60000,34.50,1.50,14.00,0.71,24.00,0.00,b2
60250,33.75,1.30,13.75,0.43,24.00,0.00,b2
60500,34.50,1.50,14.00,0.71,24.00,0.00,b2
60750,33.75,1.30,14.75,0.43,24.00,0.00,b2
61000,33.00,0.00,14.50,0.50,24.00,0.00,b2
61250,33.75,1.30,13.67,0.47,24.00,0.00,b2
61500,33.00,0.00,13.00,0.00,24.00,0.00,b2
61750,34.00,1.41,13.75,0.43,24.00,0.00,b2
62000,33.00,0.00,14.25,0.43,24.00,0.00,b2
62250,33.00,0.00,14.00,0.00,24.00,0.00,b2
62500,33.00,0.00,14.50,0.50,24.00,0.00,b2
62750,33.75,1.30,15.00,0.71,23.75,0.43,b2
63000,33.00,0.00,16.75,0.43,23.50,0.50,b2
63250,33.00,0.00,15.25,0.43,23.50,0.50,b2
63500,33.00,0.00,15.25,0.43,23.50,0.50,b2
63750,33.00,0.00,15.00,0.00,23.50,0.50,b2
64000,33.00,0.00,15.00,0.00,23.50,0.50,b2
64250,33.00,0.00,15.00,0.00,23.33,0.47,b2
64500,33.00,0.00,15.00,0.00,23.67,0.47,b2
64750,33.00,0.00,15.00,0.00,23.50,0.50,b2
65000,33.00,0.00,15.00,0.00,23.50,0.50,b2
65250,33.00,0.00,15.00,0.00,23.50,0.50,b2
65500,32.75,0.43,15.25,0.43,22.75,0.43,b2
65750,32.67,0.47,16.33,0.47,22.25,0.83,b2
66000,33.60,1.20,14.40,0.49,22.25,0.83,b2
66250,33.75,1.30,15.00,0.00,21.25,0.43,b2
66500,33.75,1.30,15.50,0.50,21.50,0.50,b2
66750,34.50,1.50,15.75,0.43,21.75,0.83,b2
67000,33.75,1.30,15.50,0.50,22.00,1.00,b2
67250,33.00,0.00,15.75,0.43,22.25,0.83,b2
67500,33.00,0.00,15.00,0.00,22.60,0.80,b2
67750,33.00,0.00,15.00,0.00,23.33,0.94,b2
68000,33.00,0.00,15.00,0.00,22.75,0.83,b2
68250,33.00,0.00,20.75,1.79,16.00,5.74,b2
68500,33.00,0.00,22.67,1.25,14.75,6.02,b2
68750,33.00,0.00,22.00,1.00,6.50,2.69,b2
69000,33.00,0.00,23.50,0.50,8.50,1.12,b2
69250,33.75,1.30,23.50,0.50,10.75,1.09,b2
69500,35.00,1.22,22.75,0.83,11.50,2.29,b2
69750,33.00,0.00,23.50,0.50,12.50,1.12,b2
70000,33.00,1.87,21.25,0.43,14.50,0.50,b2
70250,32.50,0.50,22.75,1.30,14.50,1.50,b2
70500,33.00,0.00,23.75,0.43,15.00,0.00,b2
70750,33.00,0.00,21.75,0.83,16.33,1.25,b2
71000,33.00,0.00,23.50,0.50,13.50,1.12,b2
71250,34.50,1.50,22.00,1.22,12.75,1.30,b2
71500,34.00,1.41,21.00,0.00,16.00,1.00,b2
71750,33.00,0.00,21.25,0.43,15.67,0.94,b2
72000,34.50,1.50,22.25,0.43,14.00,0.71,b2
72250,36.00,0.00,21.75,0.83,15.50,0.50,b2
72500,35.00,1.22,18.75,0.83,16.50,1.12,b2
72750,33.00,0.00,18.00,0.00,17.67,0.47,b2
73000,32.75,0.43,18.20,0.40,18.20,0.40,b2
73250,33.00,0.00,18.00,0.00,18.00,0.00,b2
73500,33.00,0.00,18.00,0.00,18.00,0.00,b2
73750,32.75,0.43,18.50,0.50,18.00,0.00,b2
74000,32.75,0.43,18.75,0.43,17.25,0.83,b2
74250,32.75,0.43,19.67,0.47,16.33,0.94,b2
74500,33.00,0.00,18.50,0.87,14.50,0.87,b2
74750,33.00,0.00,19.75,1.30,14.67,0.47,b2
75000,33.00,0.00,21.00,0.00,13.75,1.30,b2
75250,33.00,0.00,21.00,0.00,13.00,0.82,b2
75500,33.00,0.00,19.50,1.12,14.25,1.30,b2
75750,33.00,0.00,18.00,0.00,15.75,0.83,b2
76000,33.00,0.00,17.25,0.43,15.67,0.47,b2
76250,33.75,1.30,16.75,0.43,15.75,0.83,b2
76500,33.75,1.30,17.00,0.00,16.00,0.82,b2
76750,34.00,1.41,18.00,0.00,16.67,1.25,b2
77000,33.00,0.00,18.50,0.50,16.33,0.94,b2
77250,33.00,0.00,19.00,0.00,16.33,0.94,b2
77500,33.00,0.00,19.33,0.47,16.75,0.83,b2
77750,33.00,0.00,19.25,0.43,16.75,0.83,b2
78000,33.00,0.00,20.67,0.47,16.50,1.12,b2
78250,32.50,0.50,21.00,0.00,17.67,0.47,b2
78500,32.50,0.50,21.00,0.00,17.50,0.50,b2
78750,32.67,0.47,21.00,0.00,17.67,0.47,b2
79000,32.67,0.47,19.50,0.50,18.00,0.00,b2
79250,32.75,0.43,19.00,2.35,18.00,1.87,b2
79500,32.33,0.47,15.50,3.50,15.50,4.50,b2
79750,32.25,0.83,13.67,3.30,14.25,4.49,b2
80000,34.00,1.41,12.25,3.90,19.50,1.50,b2
80250,33.00,0.00,16.50,0.87,13.50,1.50,b2
80500,32.50,0.50,19.75,0.83,15.25,0.43,b2
80750,32.67,0.47,20.50,0.50,14.00,0.82,b2
81000,33.00,0.00,21.00,0.00,12.67,0.94,b2
81250,33.00,0.00,21.50,0.87,13.50,1.50,b2
81500,32.50,0.50,19.00,1.22,15.50,4.50,b2
81750,32.33,0.94,19.25,1.30,15.50,0.50,b2
82000,31.50,0.87,17.75,4.92,14.25,2.49,b2
82250,31.50,1.12,24.33,0.47,13.33,1.70,b2
82500,28.50,1.50,24.25,0.43,16.00,1.00,b2
82750,27.00,0.00,24.00,0.00,15.33,0.47,b2
83000,27.00,0.00,24.00,0.00,15.33,0.47,b2
83250,28.42,1.04,22.00,1.10,12.82,1.03,b2
83500,35.00,1.22,18.75,0.43,15.50,0.50,b2
83750,33.75,1.30,19.25,0.43,17.75,0.43,b2
84000,34.67,1.25,19.75,0.43,18.00,0.00,b2
84250,34.50,1.50,19.75,0.43,18.00,0.71,b2
84500,35.25,1.30,18.00,1.41,19.75,1.92,b2
84750,32.75,0.43,17.75,1.09,23.50,0.87,b2
85000,33.00,0.00,16.67,1.25,23.75,0.43,b2
85250,34.00,1.41,15.67,1.25,21.75,0.83,b2
85500,34.50,1.50,14.75,2.77,21.25,1.09,b2
85750,33.00,0.00,16.00,0.82,21.25,1.09,b2
86000,32.40,0.49,16.40,2.06,19.00,1.00,b2
86250,32.75,0.43,12.25,2.17,20.25,0.83,b2
86500,33.00,0.00,5.00,0.00,20.25,0.83,b2
86750,33.00,0.00,3.00,1.63,20.50,0.50,b2
87000,33.00,0.00,8.00,1.00,20.25,0.83,b2
87250,33.00,0.00,6.00,0.00,20.50,0.50,b2
87500,33.00,0.00,8.67,1.70,18.75,0.43,b2
87750,33.00,0.00,13.25,1.30,18.00,0.00,b2
88000,32.75,0.43,16.25,1.09,17.75,0.43,b2
88250,32.25,0.83,5.50,1.50,17.50,0.50,b2
88500,33.00,0.00,8.33,4.50,18.25,0.43,b2
88750,33.00,0.00,11.67,2.62,18.00,0.71,b2
89000,33.00,0.00,12.50,2.87,19.25,1.09,b2
89250,33.00,0.00,10.33,1.25,19.67,0.94,b2
89500,33.00,0.00,11.75,1.48,20.33,0.47,b2
89750,33.00,0.00,10.00,1.41,18.50,0.87,b2
90000,33.00,0.00,10.67,3.40,20.25,2.17,b2
90250,33.00,0.00,17.00,0.71,16.00,1.22,b2
90500,33.00,0.00,18.25,0.43,13.25,1.30,b2
90750,33.00,0.00,15.25,0.43,11.50,0.50,b2
91000,33.00,0.00,15.00,0.00,12.25,0.43,b2
91250,33.00,0.00,13.75,1.79,15.25,1.48,b2
91500,33.75,1.30,14.25,1.30,16.50,0.50,b2
91750,33.75,1.30,15.50,1.12,16.00,0.71,b2
92000,33.75,1.30,16.50,0.87,16.75,1.09,b2
92250,33.00,0.00,15.75,1.92,17.00,0.71,b2
92500,33.00,0.00,17.33,0.94,17.33,0.94,b2
92750,33.00,0.00,15.00,0.71,17.50,0.50,b2
93000,33.00,0.00,16.00,0.00,18.00,0.00,b2
93250,33.46,1.08,12.38,3.27,17.92,0.28,b2
93500,33.00,0.00,6.00,2.45,18.25,0.43,b2
93750,33.00,0.00,9.33,1.70,18.25,0.43,b2
94000,33.00,0.00,10.00,0.71,17.75,0.43,b2
94250,33.00,0.00,14.75,1.79,19.00,0.82,b2
94500,33.00,0.00,16.50,1.12,18.75,0.83,b2
94750,33.00,0.00,14.75,0.43,19.00,1.22,b2
95000,33.00,0.00,16.00,0.82,20.00,0.82,b2
